,Macro Predictions
368,0.6910622495918973
369,0.6910622495918973
370,0.336299509681067
371,0.34395814555265
372,0.336299509681067
373,0.3375983932912542
374,0.336299509681067
375,0.6844764705348396
376,0.6764195301251101
377,0.6810600768802902
378,0.6785613738038937
379,0.34397488181522506
380,0.34397488181522506
381,0.3375994546416123
382,0.33834047699984987
383,0.3375994546416123
384,0.3375994546416123
385,0.6810600768802902
386,0.6910622495918973
387,0.6844764705348396
388,0.6785613738038937
389,0.6910622495918973
390,0.33834047699984987
391,0.336299509681067
392,0.336299509681067
393,0.33834047699984987
394,0.34397488181522506
395,0.6844764705348396
396,0.6785613738038937
397,0.6844764705348396
398,0.6764195301251101
399,0.33834047699984987
400,0.3375983932912542
401,0.34397488181522506
402,0.34397488181522506
403,0.3375983932912542
404,0.6804835332286236
405,0.3375994546416123
406,0.3375994546416123
407,0.6810600768802902
408,0.692831237763385
409,0.34397488181522506
410,0.3375994546416123
411,0.6810600768802902
412,0.6810600768802902
413,0.3375994546416123
414,0.3375994546416123
415,0.3375994546416123
416,0.336299509681067
417,0.34211348498734684
418,0.33834047699984987
419,0.336299509681067
420,0.35101842055336063
421,0.6910622495918973
422,0.6910622495918973
423,0.6844764705348396
424,0.6844764705348396
425,0.6729409527849296
426,0.33834047699984987
427,0.33834047699984987
428,0.3375994546416123
429,0.34397488181522506
430,0.3375983932912542
431,0.336299509681067
432,0.6729409527849296
433,0.6844764705348396
434,0.6729409527849296
435,0.6764195301251101
436,0.6910622495918973
437,0.3375983932912542
438,0.336299509681067
439,0.3375994546416123
440,0.3375994546416123
441,0.33834047699984987
442,0.6729409527849296
443,0.6785613738038937
444,0.6785613738038937
445,0.6844764705348396
446,0.3375994546416123
447,0.3375983932912542
448,0.3375983932912542
449,0.34211348498734684
450,0.3375994546416123
451,0.34397488181522506
452,0.3439950054415022
453,0.3385516499078384
454,0.6785613738038937
455,0.6762443811570688
456,0.6785613738038937
457,0.692831237763385
458,0.692831237763385
459,0.692831237763385
460,0.6844764705348396
461,0.6682872399211474
462,0.6785613738038937
463,0.6698279420724172
464,0.34397488181522506
465,0.3375994546416123
466,0.33834047699984987
467,0.35101842055336063
468,0.33834047699984987
469,0.3375983932912542
470,0.34397488181522506
471,0.33834047699984987
472,0.6785613738038937
473,0.6910622495918973
474,0.6764195301251101
475,0.6785613738038937
476,0.3385516499078384
477,0.3422547029440436
478,0.336299509681067
479,0.34397488181522506
480,0.3375994546416123
481,0.6764195301251101
482,0.6903694383218583
483,0.6764195301251101
484,0.6810600768802902
485,0.6910622495918973
486,0.336299509681067
487,0.6704089304445122
488,0.6704217392802282
489,0.34397488181522506
490,0.3370090685045964
491,0.6704217392802282
492,0.6810600768802902
493,0.33834047699984987
494,0.3375983932912542
495,0.6785613738038937
496,0.6764195301251101
497,0.3375983932912542
498,0.33834047699984987
499,0.34397488181522506
500,0.3375994546416123
501,0.33838244021606395
502,0.34397488181522506
503,0.6910622495918973
504,0.6844764705348396
505,0.663564772716975
506,0.692831237763385
507,0.3375994546416123
508,0.3375983932912542
509,0.34397488181522506
510,0.3375983932912542
511,0.3388055308290969
512,0.336299509681067
513,0.336299509681067
514,0.3375994546416123
515,0.6669589237648021
516,0.6910622495918973
517,0.6785613738038937
518,0.6729409527849296
519,0.6752695147433448
520,0.3375994546416123
521,0.34397488181522506
522,0.3375994546416123
523,0.3375983932912542
524,0.6729409527849296
525,0.6761535674261141
526,0.6785613738038937
527,0.6741883909750729
528,0.6756199463483725
529,0.6636513082074984
530,0.6674675029889908
531,0.6667669500093916
532,0.6674675029889908
533,0.6674675029889908
534,0.6682872399211474
535,0.6674675029889908
536,0.33834047699984987
537,0.3375983932912542
538,0.3375994546416123
539,0.34397488181522506
540,0.336299509681067
541,0.677129818430594
542,0.6761535674261141
543,0.6785613738038937
544,0.6809384340769139
545,0.692831237763385
546,0.6698279420724172
547,0.33834047699984987
548,0.34397488181522506
549,0.3375994546416123
550,0.3375983932912542
551,0.6729409527849296
552,0.6764195301251101
553,0.6910622495918973
554,0.6785613738038937
555,0.6785613738038937
556,0.6704217392802282
557,0.34397488181522506
558,0.34397488181522506
559,0.34397488181522506
560,0.3375983932912542
561,0.6764195301251101
562,0.6764195301251101
563,0.6810600768802902
564,0.6810600768802902
565,0.3375994546416123
566,0.34265833494040815
567,0.3375994546416123
568,0.336299509681067
569,0.33834047699984987
570,0.33834047699984987
571,0.6791756019431733
572,0.6704089304445122
573,0.6809384340769139
574,0.6674675029889908
575,0.6638301512275353
576,0.3375994546416123
577,0.3375983932912542
578,0.34397488181522506
579,0.33834047699984987
580,0.3375983932912542
581,0.6910622495918973
582,0.6121750813215538
583,0.6910622495918973
584,0.6670264639593664
585,0.6810600768802902
586,0.3375983932912542
587,0.33834047699984987
588,0.336299509681067
589,0.33834047699984987
590,0.33834047699984987
591,0.3375983932912542
592,0.6844764705348396
593,0.6700044743247396
594,0.6810600768802902
595,0.6844764705348396
596,0.6910622495918973
597,0.34397488181522506
598,0.3375994546416123
599,0.3375994546416123
600,0.336299509681067
601,0.6714412355591642
602,0.6810600768802902
603,0.6810600768802902
604,0.6844764705348396
605,0.6844764705348396
606,0.6844764705348396
607,0.33834047699984987
608,0.3375994546416123
609,0.336299509681067
610,0.336299509681067
611,0.6844843528259588
612,0.6791756019431733
613,0.677129818430594
614,0.6844764705348396
615,0.692831237763385
616,0.692831237763385
617,0.3375983932912542
618,0.33834047699984987
619,0.3375994546416123
620,0.34397488181522506
621,0.3375994546416123
622,0.692831237763385
623,0.6844764705348396
624,0.6638301512275353
625,0.6844764705348396
626,0.6844764705348396
627,0.3375983932912542
628,0.3375994546416123
629,0.34397488181522506
630,0.3375994546416123
631,0.336299509681067
632,0.6810600768802902
633,0.6764195301251101
634,0.6568426464466554
635,0.6475956174559171
636,0.3375994546416123
637,0.34400631642237356
638,0.33834047699984987
639,0.3375994546416123
640,0.6729409527849296
641,0.6785613738038937
642,0.6764195301251101
643,0.6910622495918973
644,0.34360456700937186
645,0.3535044281391398
646,0.5043518072865102
647,0.34400631642237356
648,0.33834047699984987
649,0.3375994546416123
650,0.3375983932912542
651,0.34397488181522506
652,0.336299509681067
653,0.34697815743391935
654,0.6910622495918973
655,0.6764195301251101
656,0.6844764705348396
657,0.6729409527849296
658,0.3375994546416123
659,0.3502368423339019
660,0.34397488181522506
661,0.34397488181522506
662,0.3502368423339019
663,0.33834047699984987
664,0.3375983932912542
665,0.336299509681067
666,0.3375994546416123
667,0.35101842055336063
668,0.6764195301251101
669,0.6764195301251101
670,0.6762443811570688
671,0.6844764705348396
672,0.692831237763385
673,0.6791756019431733
674,0.692831237763385
675,0.6714412355591642
676,0.336299509681067
677,0.3422547029440436
678,0.3375994546416123
679,0.336299509681067
680,0.3422547029440436
681,0.336299509681067
682,0.33834047699984987
683,0.34397488181522506
684,0.6671170713839633
685,0.692831237763385
686,0.6910622495918973
687,0.6910622495918973
688,0.34265833494040815
689,0.3375994546416123
690,0.3375994546416123
691,0.34400631642237356
692,0.33834047699984987
693,0.34397488181522506
694,0.6810600768802902
695,0.6785613738038937
696,0.6809384340769139
697,0.6791756019431733
698,0.35106610377780456
699,0.3465191446290325
700,0.3375994546416123
701,0.34786759720746896
702,0.34786759720746896
703,0.6910622495918973
704,0.6764195301251101
705,0.6844764705348396
706,0.6910622495918973
707,0.6750780478601628
708,0.34265833494040815
709,0.34400631642237356
710,0.3385516499078384
711,0.337898508278146
712,0.33834047699984987
713,0.6638301512275353
714,0.6791756019431733
715,0.6810600768802902
716,0.6648496475064714
717,0.6810600768802902
718,0.6756199463483725
719,0.670822196504214
720,0.6910622495918973
721,0.6843635052524294
722,0.6756199463483725
723,0.692831237763385
724,0.692831237763385
725,0.6733585380620846
726,0.6764195301251101
727,0.6748788279738401
728,0.6764195301251101
729,0.34397488181522506
730,0.3375983932912542
731,0.34397488181522506
732,0.3375983932912542
733,0.35101842055336063
734,0.3426908863389811
735,0.6785613738038937
736,0.6844764705348396
737,0.6785613738038937
738,0.6844764705348396
739,0.3375983932912542
740,0.336299509681067
741,0.3375983932912542
742,0.3375983932912542
743,0.6910622495918973
744,0.6910622495918973
745,0.6785613738038937
746,0.6810600768802902
747,0.3422547029440436
748,0.3422547029440436
749,0.34265833494040815
750,0.336299509681067
751,0.34397488181522506
752,0.6810600768802902
753,0.6844764705348396
754,0.6810600768802902
755,0.6791756019431733
756,0.6809384340769139
757,0.34697815743391935
758,0.33834047699984987
759,0.3388055308290969
760,0.33834047699984987
761,0.3375983932912542
762,0.341873461397131
763,0.6764195301251101
764,0.6910622495918973
765,0.6844764705348396
766,0.6910622495918973
767,0.6910622495918973
768,0.34397488181522506
769,0.3375983932912542
770,0.3375983932912542
771,0.34397488181522506
772,0.6843635052524294
773,0.6704089304445122
774,0.692831237763385
775,0.6910622495918973
776,0.6704089304445122
777,0.6844764705348396
778,0.6843635052524294
779,0.6785613738038937
780,0.3375994546416123
781,0.336299509681067
782,0.33834047699984987
783,0.34397488181522506
784,0.336299509681067
785,0.6810600768802902
786,0.6910622495918973
787,0.6910622495918973
788,0.6714412355591642
789,0.6714412355591642
790,0.6844764705348396
791,0.6843635052524294
792,0.6714412355591642
793,0.6910622495918973
794,0.6785613738038937
795,0.6810600768802902
796,0.692831237763385
797,0.3375983932912542
798,0.3375983932912542
799,0.34868959405261585
800,0.34397488181522506
801,0.336299509681067
802,0.34211348498734684
803,0.34265833494040815
804,0.34211348498734684
805,0.34697815743391935
806,0.3385516499078384
807,0.6844764705348396
808,0.6844764705348396
809,0.692831237763385
810,0.6810600768802902
811,0.6704089304445122
812,0.6704089304445122
813,0.6764195301251101
814,0.6843635052524294
815,0.336299509681067
816,0.3375983932912542
817,0.3375994546416123
818,0.34397488181522506
819,0.6813578958600922
820,0.6810600768802902
821,0.6844764705348396
822,0.6810600768802902
823,0.6810600768802902
824,0.6791756019431733
825,0.3439950054415022
826,0.34397488181522506
827,0.3375983932912542
828,0.3375994546416123
829,0.3375994546416123
830,0.3375983932912542
831,0.6704089304445122
832,0.6910622495918973
833,0.6791756019431733
834,0.6785613738038937
835,0.6910622495918973
836,0.6910622495918973
837,0.6844764705348396
838,0.6910622495918973
839,0.35468887037503277
840,0.35101842055336063
841,0.34397488181522506
842,0.34397488181522506
843,0.3375994546416123
844,0.6903694383218583
845,0.6844764705348396
846,0.6810600768802902
847,0.6764195301251101
848,0.6844764705348396
849,0.34393156531063207
850,0.3513479858583859
851,0.3375983932912542
852,0.3439950054415022
853,0.33834047699984987
854,0.3439950054415022
855,0.6843635052524294
856,0.6910622495918973
857,0.6910622495918973
858,0.6844764705348396
859,0.6810600768802902
860,0.6791756019431733
861,0.3509123427072882
862,0.3509123427072882
863,0.34397488181522506
864,0.34397488181522506
865,0.3422547029440436
866,0.3375994546416123
867,0.3375994546416123
868,0.34265833494040815
869,0.3375983932912542
870,0.33834047699984987
871,0.6764195301251101
872,0.6764195301251101
873,0.6764195301251101
874,0.6704089304445122
875,0.6704089304445122
876,0.34360456700937186
877,0.336299509681067
878,0.5008204465451426
879,0.33834047699984987
880,0.50002378197068
881,0.336299509681067
882,0.35440426548487397
883,0.3375994546416123
884,0.336299509681067
885,0.34211348498734684
886,0.336299509681067
887,0.3502368423339019
888,0.6785613738038937
889,0.6910622495918973
890,0.6910622495918973
891,0.6785613738038937
892,0.6764195301251101
893,0.34393156531063207
894,0.3375983932912542
895,0.34393156531063207
896,0.3439950054415022
897,0.33834047699984987
898,0.3473607267467385
899,0.3375994546416123
900,0.33834047699984987
901,0.6844764705348396
902,0.6844764705348396
903,0.6844764705348396
904,0.6910622495918973
905,0.692831237763385
906,0.6764195301251101
907,0.6810600768802902
908,0.6844764705348396
909,0.34697815743391935
910,0.34397488181522506
911,0.3375983932912542
912,0.34397488181522506
913,0.33834047699984987
914,0.6764195301251101
915,0.6810600768802902
916,0.6785613738038937
917,0.6785613738038937
918,0.3375994546416123
919,0.336299509681067
920,0.3375983932912542
921,0.33834047699984987
922,0.6791756019431733
923,0.6764195301251101
924,0.6910622495918973
925,0.6910622495918973
926,0.6810600768802902
927,0.6910622495918973
928,0.3375983932912542
929,0.3586030963192265
930,0.35608381087722407
931,0.3375983932912542
932,0.336299509681067
933,0.3375994546416123
934,0.33834047699984987
935,0.33834047699984987
936,0.6910622495918973
937,0.6716838968123356
938,0.6678295401416977
939,0.6733585380620846
940,0.6910622495918973
941,0.6809384340769139
942,0.6764195301251101
943,0.6910622495918973
944,0.6785613738038937
945,0.6761535674261141
946,0.33834047699984987
947,0.3375983932912542
948,0.42387863681485277
949,0.3375994546416123
950,0.34265833494040815
951,0.5895117095229994
952,0.34211348498734684
953,0.3375994546416123
954,0.6910622495918973
955,0.6910622495918973
956,0.3426908863389811
957,0.3375983932912542
958,0.6704089304445122
959,0.6910622495918973
960,0.3375983932912542
961,0.33834047699984987
962,0.625583698780807
963,0.6785613738038937
964,0.336299509681067
965,0.3375994546416123
966,0.6810600768802902
967,0.3375983932912542
968,0.6844764705348396
969,0.6810600768802902
970,0.6810600768802902
971,0.6704089304445122
972,0.6813578958600922
973,0.6761535674261141
974,0.336299509681067
975,0.3492414658113708
976,0.34397488181522506
977,0.3385516499078384
978,0.3375994546416123
979,0.34397488181522506
980,0.34397488181522506
981,0.33834047699984987
982,0.6785613738038937
983,0.6910622495918973
984,0.6903694383218583
985,0.6764195301251101
986,0.6843635052524294
987,0.6785613738038937
988,0.34229666616025767
989,0.33834047699984987
990,0.33834047699984987
991,0.34397488181522506
992,0.3375994546416123
993,0.6704089304445122
994,0.6704089304445122
995,0.6910622495918973
996,0.6704217392802282
997,0.6810600768802902
998,0.6910622495918973
999,0.6810600768802902
1000,0.6810600768802902
1001,0.6785613738038937
1002,0.6748788279738401
1003,0.3439950054415022
1004,0.34400631642237356
1005,0.34393156531063207
1006,0.3375983932912542
1007,0.336299509681067
1008,0.34397488181522506
1009,0.692831237763385
1010,0.6810600768802902
1011,0.6764195301251101
1012,0.6764195301251101
1013,0.6785613738038937
1014,0.6785613738038937
1015,0.33838244021606395
1016,0.336299509681067
1017,0.336299509681067
1018,0.33834047699984987
1019,0.3375994546416123
1020,0.6844764705348396
1021,0.6910622495918973
1022,0.6785613738038937
1023,0.6810600768802902
1024,0.6844764705348396
1025,0.336299509681067
1026,0.336299509681067
1027,0.33834047699984987
1028,0.3375983932912542
1029,0.6785613738038937
1030,0.6810600768802902
1031,0.6764195301251101
1032,0.6903694383218583
1033,0.6809384340769139
1034,0.6785613738038937
1035,0.6785613738038937
1036,0.6764195301251101
1037,0.3385516499078384
1038,0.34697815743391935
1039,0.34360456700937186
1040,0.3375983932912542
1041,0.3375994546416123
1042,0.3375994546416123
1043,0.6785613738038937
1044,0.6737636239597354
1045,0.6764195301251101
1046,0.692831237763385
1047,0.6910622495918973
1048,0.6910622495918973
1049,0.6764195301251101
1050,0.6764195301251101
1051,0.35856534235444826
1052,0.34697815743391935
1053,0.34692078281239574
1054,0.34697815743391935
1055,0.6813578958600922
1056,0.6910622495918973
1057,0.6791756019431733
1058,0.6910622495918973
1059,0.6910622495918973
1060,0.6910622495918973
1061,0.6764195301251101
1062,0.6910622495918973
1063,0.3467317786720569
1064,0.3375983932912542
1065,0.3375994546416123
1066,0.3515218036163127
1067,0.3375994546416123
1068,0.6844051164489764
1069,0.6764195301251101
1070,0.6910622495918973
1071,0.6844764705348396
1072,0.6844764705348396
1073,0.33838244021606395
1074,0.33834047699984987
1075,0.3385516499078384
1076,0.336299509681067
1077,0.34265833494040815
1078,0.3422547029440436
1079,0.6810600768802902
1080,0.6813578958600922
1081,0.6748788279738401
1082,0.6704089304445122
1083,0.6733585380620846
1084,0.6764195301251101
1085,0.3439950054415022
1086,0.3515218036163127
1087,0.35856534235444826
1088,0.33834047699984987
1089,0.33834047699984987
1090,0.6844764705348396
1091,0.6785613738038937
1092,0.6844764705348396
1093,0.6910622495918973
1094,0.336299509681067
1095,0.3515218036163127
1096,0.3467317786720569
1097,0.336299509681067
1098,0.3375994546416123
1099,0.6810600768802902
1100,0.6810600768802902
1101,0.6832511871820971
1102,0.6844764705348396
1103,0.6832511871820971
1104,0.6832511871820971
1105,0.33838244021606395
1106,0.3375994546416123
1107,0.3375983932912542
1108,0.3375994546416123
1109,0.6764195301251101
1110,0.6810600768802902
1111,0.6844764705348396
1112,0.6910622495918973
1113,0.33838244021606395
1114,0.34393156531063207
1115,0.3375994546416123
1116,0.3375994546416123
1117,0.336299509681067
1118,0.33834047699984987
1119,0.6714412355591642
1120,0.6845886098166392
1121,0.6704089304445122
1122,0.6785613738038937
1123,0.6764195301251101
1124,0.6844764705348396
1125,0.6844764705348396
1126,0.6810600768802902
1127,0.6910622495918973
1128,0.692831237763385
1129,0.3427002981566222
1130,0.34400631642237356
1131,0.3375983932912542
1132,0.35856534235444826
1133,0.3375983932912542
1134,0.3375983932912542
1135,0.33834047699984987
1136,0.35856534235444826
1137,0.336299509681067
1138,0.336299509681067
1139,0.34868959405261585
1140,0.35856534235444826
1141,0.6764195301251101
1142,0.6785613738038937
1143,0.6704089304445122
1144,0.692831237763385
1145,0.6785613738038937
1146,0.6810600768802902
1147,0.34360456700937186
1148,0.3422547029440436
1149,0.3375994546416123
1150,0.34265833494040815
1151,0.3375994546416123
1152,0.3375983932912542
1153,0.6844764705348396
1154,0.6810600768802902
1155,0.6764195301251101
1156,0.6764195301251101
1157,0.34697815743391935
1158,0.336299509681067
1159,0.3375983932912542
1160,0.3467317786720569
1161,0.3515218036163127
1162,0.3375983932912542
1163,0.3439950054415022
1164,0.3375983932912542
1165,0.3439950054415022
1166,0.3567045335926639
1167,0.6844764705348396
1168,0.6785613738038937
1169,0.6791756019431733
1170,0.6785613738038937
1171,0.6733585380620846
1172,0.3439950054415022
1173,0.33834047699984987
1174,0.33834047699984987
1175,0.336299509681067
1176,0.3375994546416123
1177,0.3375994546416123
1178,0.34211348498734684
1179,0.3426908863389811
1180,0.6785613738038937
1181,0.6844764705348396
1182,0.6910622495918973
1183,0.6910622495918973
1184,0.6748788279738401
1185,0.6785613738038937
1186,0.3476755404109747
1187,0.336299509681067
1188,0.336299509681067
1189,0.34397488181522506
1190,0.6903694383218583
1191,0.6764195301251101
1192,0.6764195301251101
1193,0.6810600768802902
1194,0.6764195301251101
1195,0.6910622495918973
1196,0.6785613738038937
1197,0.6764195301251101
1198,0.347724014127243
1199,0.33834047699984987
1200,0.3375983932912542
1201,0.3375983932912542
1202,0.33834047699984987
1203,0.3375994546416123
1204,0.3375983932912542
1205,0.336299509681067
1206,0.3375994546416123
1207,0.3375983932912542
1208,0.68213427399641
1209,0.68213427399641
1210,0.6843635052524294
1211,0.6843635052524294
1212,0.6764195301251101
1213,0.6764195301251101
1214,0.33834047699984987
1215,0.336299509681067
1216,0.3425707018024826
1217,0.34697815743391935
1218,0.3375983932912542
1219,0.6791756019431733
1220,0.6785613738038937
1221,0.6809384340769139
1222,0.6810600768802902
1223,0.6764195301251101
1224,0.6764195301251101
1225,0.3439950054415022
1226,0.336299509681067
1227,0.336299509681067
1228,0.34697815743391935
1229,0.34211348498734684
1230,0.34265833494040815
1231,0.6764195301251101
1232,0.6910622495918973
1233,0.6844764705348396
1234,0.6785613738038937
1235,0.6738379593700452
1236,0.6714412355591642
1237,0.6756199463483725
1238,0.6756199463483725
1239,0.692831237763385
1240,0.692831237763385
1241,0.3502368423339019
1242,0.34265833494040815
1243,0.3502368423339019
1244,0.337898508278146
1245,0.34393156531063207
1246,0.6714412355591642
1247,0.6764195301251101
1248,0.6764195301251101
1249,0.6810600768802902
1250,0.6764195301251101
1251,0.33834047699984987
1252,0.337898508278146
1253,0.3375983932912542
1254,0.34265833494040815
1255,0.3375994546416123
1256,0.34265833494040815
1257,0.6810600768802902
